arg1 sensekey,arg1 offset,relation,arg2 sensekey,arg2 offset,arg1 gloss (abbreviated),arg2 gloss (abbreviated)
cast%2:36:02::,201632897,event,cast%1:04:03::,100105479,"put or send forth; ""She threw the flashl...",a violent throw
cast%2:35:00::,201507143,event,cast%1:04:03::,100105479,throw forcefully,a violent throw
cast%2:33:00::,201078050,event,cast%1:04:01::,101245813,"choose at random; ""draw a card""; ""cast l...",the act of throwing dice
castle%2:33:00::,201077329,event,castle%1:04:00::,100166552,move the king two squares toward a rook ...,interchanging the positions of the king ...
catalog%2:36:00::,201626844,event,catalog%1:10:00::,106416206,"make a catalogue, compile a catalogue; ""...",a book or pamphlet containing an enumera...
catalog%2:31:00::,200652622,event,catalog%1:10:01::,106487897,make an itemized list or catalog of; cla...,a complete list of things; usually arran...
catalog%2:31:00::,200652622,event,catalog%1:10:00::,106416206,make an itemized list or catalog of; cla...,a book or pamphlet containing an enumera...
catalogue%2:36:00::,201626844,event,catalogue%1:10:01::,106487897,"make a catalogue, compile a catalogue; ""...",a complete list of things; usually arran...
catalogue%2:36:00::,201626844,event,catalogue%1:10:00::,106416206,"make a catalogue, compile a catalogue; ""...",a book or pamphlet containing an enumera...
catalogue%2:31:00::,200652622,event,catalogue%1:10:01::,106487897,make an itemized list or catalog of; cla...,a complete list of things; usually arran...
catalogue%2:31:00::,200652622,event,catalogue%1:10:00::,106416206,make an itemized list or catalog of; cla...,a book or pamphlet containing an enumera...
catcall%2:32:00::,201060909,event,catcall%1:10:00::,107122018,utter catcalls at,a cry expressing disapproval
catch%2:35:00::,201439190,event,catch%1:04:00::,100138956,take hold of so as to seize or restrain ...,the act of catching an object with the h...
catch%2:35:01::,201215421,event,catch%1:04:01::,100088725,"succeed in catching or seizing, especial...",the act of apprehending (especially appr...
caterwaul%2:32:00::,200914634,event,caterwaul%1:11:00::,107378569,"utter shrieks, as of cats",the yowling sound made by a cat in heat
catnap%2:29:00::,200015498,event,catnap%1:04:00::,100858377,"take a siesta; ""She naps everyday after ...",sleeping for a short period of time (usu...
caucus%2:41:00::,202429682,event,caucus%1:14:00::,108308313,meet to select a candidate or promote a ...,a closed political meeting
cause%2:36:00::,201645601,event,cause%1:11:00::,107326557,"give rise to; cause to happen or occur, ...",events that provide the generative force...
cave_in%2:38:00::,201989053,event,cave_in%1:11:00::,107361416,"break down, literally or metaphorically;...",the sudden collapse of something into a ...
cavil%2:32:00::,200808671,event,cavil%1:10:00::,106761798,raise trivial objections,an evasion of the point of an argument b...
caw%2:32:00::,201060065,event,caw%1:11:00::,107378682,"utter a cry, characteristic of crows, ro...",the sound made by corvine birds
cease%2:42:00::,202680814,event,cease%1:28:00::,115268239,"put an end to a state or an activity; ""Q...",(`cease' is a noun only in the phrase `w...
censure%2:32:00::,200823669,event,censure%1:10:00::,106709998,rebuke formally,harsh criticism or disapproval
census%2:32:00::,200948707,event,census%1:04:00::,100653388,"conduct a census; ""They censused the dee...",a periodic count of the population
challenge%2:32:01::,200869126,event,challenge%1:10:01::,107193405,"take exception to; ""She challenged his c...",questioning a statement and demanding an...
challenge%2:32:00::,200868591,event,challenge%1:10:00::,107231294,"issue a challenge to; ""Fischer challenge...",a call to engage in a contest or fight
challenge%2:32:03::,200808343,event,challenge%1:10:03::,107191569,"ask for identification; ""The illegal imm...",a demand by a sentry for a password or i...
challenge%2:32:02::,200808162,event,challenge%1:10:02::,107208565,raise a formal objection in a court of l...,a formal objection to the selection of a...
chance%2:41:01::,202594102,event,chance%1:26:00::,114483917,"be the case by chance; ""I chanced to mee...",a possibility due to a favorable combina...
chance%2:41:01::,202594102,event,chance%1:19:00::,111418138,"be the case by chance; ""I chanced to mee...",an unknown and unpredictable phenomenon ...
chance%2:41:00::,202544348,event,chance%1:04:00::,100802629,take a risk in the hope of a favorable o...,"a risk involving danger; ""you take a cha..."
change%2:30:01::,200126264,event,change%1:11:00::,107296428,cause to change; make different; cause a...,an event that occurs when something pass...
change%2:30:01::,200126264,event,change%1:04:00::,100191142,cause to change; make different; cause a...,"the action of changing something; ""the c..."
change%2:30:02::,200123170,event,change%1:11:00::,107296428,"become different in some particular way,...",an event that occurs when something pass...
change%2:30:02::,200123170,event,change%1:04:00::,100191142,"become different in some particular way,...","the action of changing something; ""the c..."
change%2:30:00::,200109660,event,change%1:19:00::,111412727,undergo a change; become different in es...,the result of alteration or modification...
change%2:30:00::,200109660,event,change%1:11:00::,107296428,undergo a change; become different in es...,an event that occurs when something pass...
charge%2:41:00::,202475922,event,charge%1:10:01::,107169480,"assign a duty, responsibility or obligat...",a formal statement of a command or injun...
charge%2:41:00::,202475922,event,charge%1:04:03::,100731222,"assign a duty, responsibility or obligat...",a special assignment that is given to a ...
charge%2:41:00::,202475922,event,charge%1:04:00::,100829378,"assign a duty, responsibility or obligat...",attention and management implying respon...
charge%2:40:02::,202321046,event,charge%1:21:01::,113400798,"enter a certain amount as a charge; ""he ...","financial liabilities (such as a tax); ""..."
charge%2:40:02::,202321046,event,charge%1:10:03::,107190941,"enter a certain amount as a charge; ""he ...","request for payment of a debt; ""they sub..."
charge%2:40:03::,202320374,event,charge%1:10:03::,107190941,"demand payment; ""Will I get charged for ...","request for payment of a debt; ""they sub..."
charge%2:40:01::,202317289,event,charge%1:10:03::,107190941,pay with a credit card; pay with plastic...,"request for payment of a debt; ""they sub..."
charge%2:37:05::,201762528,event,charge%1:12:00::,107528470,"cause to be agitated, excited, or roused...",the swift release of a store of affectiv...
charge%2:33:00::,201121719,event,charge%1:04:01::,100974762,"to make a rush at or sudden attack upon,...",an impetuous rush toward someone or some...
charge%2:32:00::,200869931,event,charge%1:10:00::,106561942,"file a formal charge against; ""The suspe...",(criminal law) a pleading describing som...
charge%2:32:03::,200843959,event,charge%1:10:04::,106730780,"make an accusatory claim; ""The defense a...",an assertion that someone is guilty of a...
charge%2:32:02::,200843468,event,charge%1:10:04::,106730780,"blame for, make a claim of wrongdoing or...",an assertion that someone is guilty of a...
charge%2:32:02::,200843468,event,charge%1:10:00::,106561942,"blame for, make a claim of wrongdoing or...",(criminal law) a pleading describing som...
charge%2:32:01::,200750532,event,charge%1:04:03::,100731222,"impose a task upon, assign a responsibil...",a special assignment that is given to a ...
charge%2:32:12::,200750345,event,charge%1:10:01::,107169480,"instruct (a jury) about the law, its app...",a formal statement of a command or injun...
charge%2:32:11::,200750172,event,charge%1:04:03::,100731222,"instruct or command with authority; ""The...",a special assignment that is given to a ...
chase%2:41:00::,202535093,event,chase%1:04:00::,100319939,pursue someone sexually or romantically,the act of pursuing in an effort to over...
chase%2:38:00::,202001858,event,chase%1:04:00::,100319939,"go after with the intent to catch; ""The ...",the act of pursuing in an effort to over...
chasse%2:38:00::,201895027,event,chasse%1:04:00::,100534152,"perform a chasse step, in ballet",(ballet) quick gliding steps with one fo...
chat%2:32:00::,201038666,event,chat%1:10:00::,107134850,talk socially without exchanging too muc...,an informal conversation
chatter%2:32:01::,201038666,event,chatter%1:10:00::,107136940,talk socially without exchanging too muc...,noisy talk
chatter%2:32:02::,201037303,event,chatter%1:11:00::,107378781,"make noise as if chattering away; ""The m...",the high-pitched continuing noise made b...
chatter%2:32:00::,201036804,event,chatter%1:10:00::,107136940,speak (about unimportant matters) rapidl...,noisy talk
cheat%2:41:00::,202573275,event,cheat%1:04:00::,100754424,deprive somebody of something by deceit;...,a deception for profit to yourself
cheat%2:33:00::,201104624,event,cheat%1:04:01::,100780148,defeat someone through trickery or decei...,the act of swindling by some fraudulent ...
check%2:42:09::,202658283,event,check%1:04:05::,100141806,be verified or confirmed; pass inspectio...,"the act of inspecting or verifying; ""the..."
check%2:41:14::,202557638,event,check%1:04:02::,100562935,block or impede (a player from the oppos...,obstructing an opponent in ice hockey
check%2:41:02::,202553697,event,check%1:04:01::,101146039,develop (children's) behavior by instruc...,the act of restraining power or action o...
check%2:41:08::,202510337,event,check%1:04:01::,101146039,lessen the intensity of; temper; hold in...,the act of restraining power or action o...
check%2:32:10::,200920336,event,check%1:04:05::,100141806,"find out, learn, or determine with certa...","the act of inspecting or verifying; ""the..."
check%2:31:12::,200663353,event,check%1:04:05::,100141806,verify by consulting a source or authori...,"the act of inspecting or verifying; ""the..."
check%2:31:02::,200662589,event,check%1:04:05::,100141806,be careful or certain to do something; m...,"the act of inspecting or verifying; ""the..."
check%2:31:00::,200661824,event,check%1:09:00::,105738625,"examine so as to determine accuracy, qua...","an appraisal of the state of affairs; ""t..."
check%2:31:00::,200661824,event,check%1:04:05::,100141806,"examine so as to determine accuracy, qua...","the act of inspecting or verifying; ""the..."
checkmate%2:33:00::,201114475,event,checkmate%1:04:00::,100167764,place an opponent's king under an attack...,a chess move constituting an inescapable...
cheek%2:32:00::,200963452,event,cheek%1:10:00::,106721813,speak impudently to,an impudent statement
cheek%2:32:00::,200963452,event,cheek%1:07:00::,104838210,speak impudently to,"impudent aggressiveness; ""I couldn't bel..."
cheep%2:32:00::,201052301,event,cheep%1:11:00::,107379094,"make high-pitched sounds; ""the birds wer...",the short weak cry of a young bird
cheer%2:32:02::,200858568,event,cheer%1:10:00::,106692572,show approval or good wishes by shouting...,a cry or shout of approval
chew%2:34:00::,201201089,event,chew%1:04:00::,100278810,chew (food); to bite and grind with the ...,biting and grinding food in your mouth s...
chicane%2:33:00::,201104624,event,chicane%1:04:00::,100752954,defeat someone through trickery or decei...,the use of tricks to deceive someone (us...
chill%2:37:00::,201818972,event,chill%1:12:00::,107537259,"depress or discourage; ""The news of the ...",a sudden numbing dread
chink%2:39:00::,202186506,event,chink%1:11:00::,107379223,"make or emit a high sound; ""tinkling bel...",a short light metallic sound
chip%2:35:04::,201598140,event,chip%1:04:01::,100573530,play a chip shot,(golf) a low running approach shot
chip%2:35:01::,201259691,event,chip%1:04:00::,100377169,"break off (a piece from a whole); ""Her t...",the act of chipping something
chip%2:35:00::,201259458,event,chip%1:04:00::,100377169,"break a small piece off from; ""chip the ...",the act of chipping something
chirp%2:36:00::,201730663,event,chirp%1:11:00::,107379409,sing in modulation,a sharp sound made by small birds or ins...
chirp%2:32:00::,201052301,event,chirp%1:11:00::,107379409,"make high-pitched sounds; ""the birds wer...",a sharp sound made by small birds or ins...
chirrup%2:32:00::,201052301,event,chirrup%1:11:00::,107379577,"make high-pitched sounds; ""the birds wer...",a series of chirps
chitchat%2:32:00::,201038666,event,chitchat%1:10:00::,107135080,talk socially without exchanging too muc...,light informal conversation for social o...
chomp%2:34:00::,201174973,event,chomp%1:04:00::,100838816,"chew noisily; ""The boy chomped his sandw...",the act of gripping or chewing off with ...
